Ulasan,Tanggal_Ulasan,Label,lokasi,tokens,normalisasi,stopword
pantai yang sangat bagus dan rindang dengan cemara udang yang khas bak pantai di yogyakarta ini destinasi wisata yang bagus di madura belum ada pantai di madura yg seperti pantai lombang besar harapan saya pemkab mengelola dengan baik,2 tahun lalu,Positif,pantai lombang,"['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', 'dengan', 'cemara', 'udang', 'yang', 'khas', 'bak', 'pantai', 'di', 'yogyakarta', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', 'belum', 'ada', 'pantai', 'di', 'madura', 'yg', 'seperti', 'pantai', 'lombang', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik']","['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', 'dengan', 'cemara', 'udang', 'yang', 'khas', 'bak', 'pantai', 'di', 'yogyakarta', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', 'belum', 'ada', 'pantai', 'di', 'madura', 'yang', 'seperti', 'pantai', 'lombang', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik']","['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', 'dengan', 'cemara', 'udang', 'yang', 'khas', 'bak', 'pantai', 'di', 'yogyakarta', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', 'belum', 'ada', 'pantai', 'di', 'madura', 'yang', 'seperti', 'pantai', 'lombang', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik']"
pantai lombang terletak di sumenep pulau madura paling timur udah dua kali ke pantai lombang dan selalu memuaskan di kelilingi pohon cemara dan pasir putihnya yang lembut paling suka sama spot foto di antara pohon cemara kita bisa,4 tahun lalu,Positif,pantai lombang,"['pantai', 'lombang', 'terletak', 'di', 'sumenep', 'pulau', 'madura', 'paling', 'timur', 'udah', 'dua', 'kali', 'ke', 'pantai', 'lombang', 'dan', 'selalu', 'memuaskan', 'di', 'kelilingi', 'pohon', 'cemara', 'dan', 'pasir', 'putihnya', 'yang', 'lembut', 'paling', 'suka', 'sama', 'spot', 'foto', 'di', 'antara', 'pohon', 'cemara', 'kita', 'bisa']","['pantai', 'lombang', 'terletak', 'di', 'sumenep', 'pulau', 'madura', 'paling', 'timur', 'sudah', 'dua', 'kali', 'ke', 'pantai', 'lombang', 'dan', 'selalu', 'memuaskan', 'di', 'kelilingi', 'pohon', 'cemara', 'dan', 'pasir', 'putihnya', 'yang', 'lembut', 'paling', 'suka', 'sama', 'spot', 'foto', 'di', 'antara', 'pohon', 'cemara', 'kita', 'bisa']","['pantai', 'lombang', 'terletak', 'di', 'sumenep', 'pulau', 'madura', 'paling', 'timur', 'sudah', 'dua', 'kali', 'ke', 'pantai', 'lombang', 'dan', 'selalu', 'memuaskan', 'di', 'kelilingi', 'pohon', 'cemara', 'dan', 'pasir', 'putihnya', 'yang', 'lembut', 'paling', 'suka', 'sama', 'spot', 'foto', 'di', 'antara', 'pohon', 'cemara', 'kita', 'bisa']"
pantai nya bersih dan bagus untuk di kunjungi para wisatawan dan banyak pulau di dekat pantai ini silahkan berlibur di pantai lembang,4 tahun lalu,Positif,pantai lombang,"['pantai', 'nya', 'bersih', 'dan', 'bagus', 'untuk', 'di', 'kunjungi', 'para', 'wisatawan', 'dan', 'banyak', 'pulau', 'di', 'dekat', 'pantai', 'ini', 'silahkan', 'berlibur', 'di', 'pantai', 'lembang']","['pantai', 'nya', 'bersih', 'dan', 'bagus', 'untuk', 'di', 'kunjungi', 'para', 'wisatawan', 'dan', 'banyak', 'pulau', 'di', 'dekat', 'pantai', 'ini', 'silahkan', 'berlibur', 'di', 'pantai', 'lembang']","['pantai', 'nya', 'bersih', 'dan', 'bagus', 'untuk', 'di', 'kunjungi', 'para', 'wisatawan', 'dan', 'banyak', 'pulau', 'di', 'dekat', 'pantai', 'ini', 'silahkan', 'berlibur', 'di', 'pantai', 'lembang']"
akses jalan menuju tempat lokasi perlu diperbaiki karena jelek banget,4 tahun lalu,Negatif,pantai lombang,"['akses', 'jalan', 'menuju', 'tempat', 'lokasi', 'perlu', 'diperbaiki', 'karena', 'jelek', 'banget']","['akses', 'jalan', 'menuju', 'tempat', 'lokasi', 'perlu', 'diperbaiki', 'karena', 'jelek', 'banget']","['akses', 'jalan', 'menuju', 'tempat', 'lokasi', 'perlu', 'diperbaiki', 'karena', 'jelek', 'banget']"
pantainya cukup bersih dan pasirnya cukup lembut tuk bejemur badan,2 tahun lalu,Positif,pantai lombang,"['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan']","['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan']","['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan']"
pantainya bersih dan sangat puas,4 tahun lalu,Positif,pantai lombang,"['pantainya', 'bersih', 'dan', 'sangat', 'puas']","['pantainya', 'bersih', 'dan', 'sangat', 'puas']","['pantainya', 'bersih', 'dan', 'sangat', 'puas']"
di pasirnya masih ad beberapa sampah,3 tahun lalu,Negatif,pantai lombang,"['di', 'pasirnya', 'masih', 'ad', 'beberapa', 'sampah']","['di', 'pasirnya', 'masih', 'ada', 'beberapa', 'sampah']","['di', 'pasirnya', 'masih', 'ada', 'beberapa', 'sampah']"
cocok buat liburan keluarga murah meriahsuasana yang tenang dan indahada pohon cemara membuat sejuk dimata,3 tahun lalu,Positif,pantai lombang,"['cocok', 'buat', 'liburan', 'keluarga', 'murah', 'meriahsuasana', 'yang', 'tenang', 'dan', 'indahada', 'pohon', 'cemara', 'membuat', 'sejuk', 'dimata']","['cocok', 'buat', 'liburan', 'keluarga', 'murah', 'meriahsuasana', 'yang', 'tenang', 'dan', 'indahada', 'pohon', 'cemara', 'membuat', 'sejuk', 'dimata']","['cocok', 'buat', 'liburan', 'keluarga', 'murah', 'meriahsuasana', 'yang', 'tenang', 'dan', 'indahada', 'pohon', 'cemara', 'membuat', 'sejuk', 'dimata']"
jauh jauh ke pantai lombangternyata tutup haduh eman banget,2 tahun lalu,Negatif,pantai lombang,"['jauh', 'jauh', 'ke', 'pantai', 'lombangternyata', 'tutup', 'haduh', 'eman', 'banget']","['jauh', 'jauh', 'ke', 'pantai', 'lombangternyata', 'tutup', 'haduh', 'eman', 'banget']","['jauh', 'jauh', 'ke', 'pantai', 'lombangternyata', 'tutup', 'haduh', 'eman', 'banget']"
tempat yang sangat nyaman untuk tadabur alam pantainya yang luas dan pasirnya putih dan halus,4 tahun lalu,Positif,pantai lombang,"['tempat', 'yang', 'sangat', 'nyaman', 'untuk', 'tadabur', 'alam', 'pantainya', 'yang', 'luas', 'dan', 'pasirnya', 'putih', 'dan', 'halus']","['tempat', 'yang', 'sangat', 'nyaman', 'untuk', 'tadabur', 'alam', 'pantainya', 'yang', 'luas', 'dan', 'pasirnya', 'putih', 'dan', 'halus']","['tempat', 'yang', 'sangat', 'nyaman', 'untuk', 'tadabur', 'alam', 'pantainya', 'yang', 'luas', 'dan', 'pasirnya', 'putih', 'dan', 'halus']"
pantai cemara udang yang indah dan nyaman menyusuri pantai dengan naik kuda dan air degan hijau penghapus dahaga,4 tahun lalu,Positif,pantai lombang,"['pantai', 'cemara', 'udang', 'yang', 'indah', 'dan', 'nyaman', 'menyusuri', 'pantai', 'dengan', 'naik', 'kuda', 'dan', 'air', 'degan', 'hijau', 'penghapus', 'dahaga']","['pantai', 'cemara', 'udang', 'yang', 'indah', 'dan', 'nyaman', 'menyusuri', 'pantai', 'dengan', 'naik', 'kuda', 'dan', 'air', 'degan', 'hijau', 'penghapus', 'dahaga']","['pantai', 'cemara', 'udang', 'yang', 'indah', 'dan', 'nyaman', 'menyusuri', 'pantai', 'dengan', 'naik', 'kuda', 'dan', 'air', 'degan', 'hijau', 'penghapus', 'dahaga']"
bersih pasir putihnyasalah satu pantai yang patut dikunjungiterlebih jika disediakan fasilitas pendukung yang lebih mumpuni,4 tahun lalu,Positif,pantai lombang,"['bersih', 'pasir', 'putihnyasalah', 'satu', 'pantai', 'yang', 'patut', 'dikunjungiterlebih', 'jika', 'disediakan', 'fasilitas', 'pendukung', 'yang', 'lebih', 'mumpuni']","['bersih', 'pasir', 'putihnyasalah', 'satu', 'pantai', 'yang', 'patut', 'dikunjungiterlebih', 'jika', 'disediakan', 'fasilitas', 'pendukung', 'yang', 'lebih', 'mumpuni']","['bersih', 'pasir', 'putihnyasalah', 'satu', 'pantai', 'yang', 'patut', 'dikunjungiterlebih', 'jika', 'disediakan', 'fasilitas', 'pendukung', 'yang', 'lebih', 'mumpuni']"
salah satu destinasi wisata pantai di kab sumenep hanya butuh menit saja dari kota sumenep pantai ini spesial karena pepohonan cemara yang tumbuh sepanjang garis pantai,4 tahun lalu,Positif,pantai lombang,"['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'kab', 'sumenep', 'hanya', 'butuh', 'menit', 'saja', 'dari', 'kota', 'sumenep', 'pantai', 'ini', 'spesial', 'karena', 'pepohonan', 'cemara', 'yang', 'tumbuh', 'sepanjang', 'garis', 'pantai']","['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'kabupaten', 'sumenep', 'hanya', 'butuh', 'menit', 'saja', 'dari', 'kota', 'sumenep', 'pantai', 'ini', 'spesial', 'karena', 'pepohonan', 'cemara', 'yang', 'tumbuh', 'sepanjang', 'garis', 'pantai']","['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'kabupaten', 'sumenep', 'hanya', 'butuh', 'menit', 'saja', 'dari', 'kota', 'sumenep', 'pantai', 'ini', 'spesial', 'karena', 'pepohonan', 'cemara', 'yang', 'tumbuh', 'sepanjang', 'garis', 'pantai']"
jalan masuknya tolong di perbaiki yadan tempat toiletnya agak sulit cari toilet disini pas sore hari terutama,2 tahun lalu,Negatif,pantai lombang,"['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'yadan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama']","['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'yadan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama']","['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'yadan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama']"
pantai indah dengan pasir coklat emas dan rindangnya pohon cemara,2 tahun lalu,Positif,pantai lombang,"['pantai', 'indah', 'dengan', 'pasir', 'coklat', 'emas', 'dan', 'rindangnya', 'pohon', 'cemara']","['pantai', 'indah', 'dengan', 'pasir', 'coklat', 'emas', 'dan', 'rindangnya', 'pohon', 'cemara']","['pantai', 'indah', 'dengan', 'pasir', 'coklat', 'emas', 'dan', 'rindangnya', 'pohon', 'cemara']"
pantainya bersih cocok buat santai bisa naik kuda lewat tepi pantai,4 tahun lalu,Positif,pantai lombang,"['pantainya', 'bersih', 'cocok', 'buat', 'santai', 'bisa', 'naik', 'kuda', 'lewat', 'tepi', 'pantai']","['pantainya', 'bersih', 'cocok', 'buat', 'santai', 'bisa', 'naik', 'kuda', 'lewat', 'tepi', 'pantai']","['pantainya', 'bersih', 'cocok', 'buat', 'santai', 'bisa', 'naik', 'kuda', 'lewat', 'tepi', 'pantai']"
pasirnya yang putih dan halus serta pohon cemara udang yang rindang membuat pantai lombang menjadi tempat yang pas untuk berlibur sambil belajar,4 tahun lalu,Positif,pantai lombang,"['pasirnya', 'yang', 'putih', 'dan', 'halus', 'serta', 'pohon', 'cemara', 'udang', 'yang', 'rindang', 'membuat', 'pantai', 'lombang', 'menjadi', 'tempat', 'yang', 'pas', 'untuk', 'berlibur', 'sambil', 'belajar']","['pasirnya', 'yang', 'putih', 'dan', 'halus', 'serta', 'pohon', 'cemara', 'udang', 'yang', 'rindang', 'membuat', 'pantai', 'lombang', 'menjadi', 'tempat', 'yang', 'pas', 'untuk', 'berlibur', 'sambil', 'belajar']","['pasirnya', 'yang', 'putih', 'dan', 'halus', 'serta', 'pohon', 'cemara', 'udang', 'yang', 'rindang', 'membuat', 'pantai', 'lombang', 'menjadi', 'tempat', 'yang', 'pas', 'untuk', 'berlibur', 'sambil', 'belajar']"
salah satu pantai keren di sumenep madura pantai lombang identik dengan ribuan hamparan cemara udang dipinggir pantai sekaligus sebagai tempat pengunjung berteduh dan tak kalah indahnya dengan pasir putihnya yang sangat halus juga dengan pantai sangat rekomended untuk mandi karena ombak dan gelombang yang cukup tenang,3 tahun lalu,Positif,pantai lombang,"['salah', 'satu', 'pantai', 'keren', 'di', 'sumenep', 'madura', 'pantai', 'lombang', 'identik', 'dengan', 'ribuan', 'hamparan', 'cemara', 'udang', 'dipinggir', 'pantai', 'sekaligus', 'sebagai', 'tempat', 'pengunjung', 'berteduh', 'dan', 'tak', 'kalah', 'indahnya', 'dengan', 'pasir', 'putihnya', 'yang', 'sangat', 'halus', 'juga', 'dengan', 'pantai', 'sangat', 'rekomended', 'untuk', 'mandi', 'karena', 'ombak', 'dan', 'gelombang', 'yang', 'cukup', 'tenang']","['salah', 'satu', 'pantai', 'keren', 'di', 'sumenep', 'madura', 'pantai', 'lombang', 'identik', 'dengan', 'ribuan', 'hamparan', 'cemara', 'udang', 'dipinggir', 'pantai', 'sekaligus', 'sebagai', 'tempat', 'pengunjung', 'berteduh', 'dan', 'tidak', 'kalah', 'indahnya', 'dengan', 'pasir', 'putihnya', 'yang', 'sangat', 'halus', 'juga', 'dengan', 'pantai', 'sangat', 'rekomended', 'untuk', 'mandi', 'karena', 'ombak', 'dan', 'gelombang', 'yang', 'cukup', 'tenang']","['salah', 'satu', 'pantai', 'keren', 'di', 'sumenep', 'madura', 'pantai', 'lombang', 'identik', 'dengan', 'ribuan', 'hamparan', 'cemara', 'udang', 'dipinggir', 'pantai', 'sekaligus', 'sebagai', 'tempat', 'pengunjung', 'berteduh', 'dan', 'tidak', 'kalah', 'indahnya', 'dengan', 'pasir', 'putihnya', 'yang', 'sangat', 'halus', 'juga', 'dengan', 'pantai', 'sangat', 'rekomended', 'untuk', 'mandi', 'karena', 'ombak', 'dan', 'gelombang', 'yang', 'cukup', 'tenang']"
salah satu destinasi wisata pantai di pulau madura yang ditumbuhi tanaman cemara udang,4 tahun lalu,Positif,pantai lombang,"['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'pulau', 'madura', 'yang', 'ditumbuhi', 'tanaman', 'cemara', 'udang']","['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'pulau', 'madura', 'yang', 'ditumbuhi', 'tanaman', 'cemara', 'udang']","['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'pulau', 'madura', 'yang', 'ditumbuhi', 'tanaman', 'cemara', 'udang']"
wao jangan ngaku anak milenial kalo belum singgah ditempat ini keren abiz kece trendy spot ftonyabanyak murni alam bersih karna menariknya tempat ini so banyak wisatawan yang mampir disini ada banyak menu makanan pedagang kaki lima cuma jaraknya saja yang jauh kalo dihitung saya dari surabaya,4 tahun lalu,Positif,pantai lombang,"['wao', 'jangan', 'ngaku', 'anak', 'milenial', 'kalo', 'belum', 'singgah', 'ditempat', 'ini', 'keren', 'abiz', 'kece', 'trendy', 'spot', 'ftonyabanyak', 'murni', 'alam', 'bersih', 'karna', 'menariknya', 'tempat', 'ini', 'so', 'banyak', 'wisatawan', 'yang', 'mampir', 'disini', 'ada', 'banyak', 'menu', 'makanan', 'pedagang', 'kaki', 'lima', 'cuma', 'jaraknya', 'saja', 'yang', 'jauh', 'kalo', 'dihitung', 'saya', 'dari', 'surabaya']","['wao', 'jangan', 'mengaku', 'anak', 'milenial', 'kalau', 'belum', 'singgah', 'ditempat', 'ini', 'keren', 'abiz', 'kece', 'trendy', 'spot', 'ftonyabanyak', 'murni', 'alam', 'bersih', 'karena', 'menariknya', 'tempat', 'ini', 'so', 'banyak', 'wisatawan', 'yang', 'mampir', 'disini', 'ada', 'banyak', 'menu', 'makanan', 'pedagang', 'kaki', 'lima', 'cuma', 'jaraknya', 'saja', 'yang', 'jauh', 'kalau', 'dihitung', 'saya', 'dari', 'surabaya']","['wao', 'jangan', 'mengaku', 'anak', 'milenial', 'kalau', 'belum', 'singgah', 'ditempat', 'ini', 'keren', 'abiz', 'kece', 'trendy', 'spot', 'ftonyabanyak', 'murni', 'alam', 'bersih', 'karena', 'menariknya', 'tempat', 'ini', 'so', 'banyak', 'wisatawan', 'yang', 'mampir', 'disini', 'ada', 'banyak', 'menu', 'makanan', 'pedagang', 'kaki', 'lima', 'cuma', 'jaraknya', 'saja', 'yang', 'jauh', 'kalau', 'dihitung', 'saya', 'dari', 'surabaya']"
luar biasaa kereeennnn pasir putihnya lembut bangeettt pemandangan sungguh menyejukkan mata,4 tahun lalu,Positif,pantai lombang,"['luar', 'biasaa', 'kereeennnn', 'pasir', 'putihnya', 'lembut', 'bangeettt', 'pemandangan', 'sungguh', 'menyejukkan', 'mata']","['luar', 'biasaa', 'kereeennnn', 'pasir', 'putihnya', 'lembut', 'bangeettt', 'pemandangan', 'sungguh', 'menyejukkan', 'mata']","['luar', 'biasaa', 'kereeennnn', 'pasir', 'putihnya', 'lembut', 'bangeettt', 'pemandangan', 'sungguh', 'menyejukkan', 'mata']"
sayang banyak sampah bekas pampers plastik dll akses masuk jg msh jelek kurang tertata sayang sekali,10 bulan lalu,Negatif,pantai lombang,"['sayang', 'banyak', 'sampah', 'bekas', 'pampers', 'plastik', 'dll', 'akses', 'masuk', 'jg', 'msh', 'jelek', 'kurang', 'tertata', 'sayang', 'sekali']","['sayang', 'banyak', 'sampah', 'bekas', 'pampers', 'plastik', 'dan lain-lain', 'akses', 'masuk', 'juga', 'masih', 'jelek', 'kurang', 'tertata', 'sayang', 'sekali']","['sayang', 'banyak', 'sampah', 'bekas', 'pampers', 'plastik', 'dan lain-lain', 'akses', 'masuk', 'juga', 'masih', 'jelek', 'kurang', 'tertata', 'sayang', 'sekali']"
pantai yg sll menawarkan keindahan alami,2 tahun lalu,Positif,pantai lombang,"['pantai', 'yg', 'sll', 'menawarkan', 'keindahan', 'alami']","['pantai', 'yang', 'selalu', 'menawarkan', 'keindahan', 'alami']","['pantai', 'yang', 'selalu', 'menawarkan', 'keindahan', 'alami']"
saya pertama kali ngetrip ke sanah pertama saya sampe dan membuka hlem saya saya langsung terbengong dengan melihat keindahan pantai dan pasir putih nya yg lembut tempatnya bersih dan ada hiburan juga menaiki kudu dengan tarif yg relatif murah,4 tahun lalu,Positif,pantai lombang,"['saya', 'pertama', 'kali', 'ngetrip', 'ke', 'sanah', 'pertama', 'saya', 'sampe', 'dan', 'membuka', 'hlem', 'saya', 'saya', 'langsung', 'terbengong', 'dengan', 'melihat', 'keindahan', 'pantai', 'dan', 'pasir', 'putih', 'nya', 'yg', 'lembut', 'tempatnya', 'bersih', 'dan', 'ada', 'hiburan', 'juga', 'menaiki', 'kudu', 'dengan', 'tarif', 'yg', 'relatif', 'murah']","['saya', 'pertama', 'kali', 'ngetrip', 'ke', 'sanah', 'pertama', 'saya', 'sampai', 'dan', 'membuka', 'hlem', 'saya', 'saya', 'langsung', 'terbengong', 'dengan', 'melihat', 'keindahan', 'pantai', 'dan', 'pasir', 'putih', 'nya', 'yang', 'lembut', 'tempatnya', 'bersih', 'dan', 'ada', 'hiburan', 'juga', 'menaiki', 'harus', 'dengan', 'tarif', 'yang', 'relatif', 'murah']","['saya', 'pertama', 'kali', 'ngetrip', 'ke', 'sanah', 'pertama', 'saya', 'sampai', 'dan', 'membuka', 'hlem', 'saya', 'saya', 'langsung', 'terbengong', 'dengan', 'melihat', 'keindahan', 'pantai', 'dan', 'pasir', 'putih', 'nya', 'yang', 'lembut', 'tempatnya', 'bersih', 'dan', 'ada', 'hiburan', 'juga', 'menaiki', 'harus', 'dengan', 'tarif', 'yang', 'relatif', 'murah']"
sayang banget waktu kesana hujan ga reda sampai banjir,setahun lalu,Negatif,pantai lombang,"['sayang', 'banget', 'waktu', 'kesana', 'hujan', 'ga', 'reda', 'sampai', 'banjir']","['sayang', 'banget', 'waktu', 'kesana', 'hujan', 'tidak', 'reda', 'sampai', 'banjir']","['sayang', 'banget', 'waktu', 'kesana', 'hujan', 'tidak', 'reda', 'sampai', 'banjir']"
yang buat kurang adalah toiletnya yg portable kotor kurang terawat yg toilet lama sudah tidak bagus semoga pembangunan renovasi penambahan toilet permanent cepat selesai bagus,4 tahun lalu,Negatif,pantai lombang,"['yang', 'buat', 'kurang', 'adalah', 'toiletnya', 'yg', 'portable', 'kotor', 'kurang', 'terawat', 'yg', 'toilet', 'lama', 'sudah', 'tidak', 'bagus', 'semoga', 'pembangunan', 'renovasi', 'penambahan', 'toilet', 'permanent', 'cepat', 'selesai', 'bagus']","['yang', 'buat', 'kurang', 'adalah', 'toiletnya', 'yang', 'portable', 'kotor', 'kurang', 'terawat', 'yang', 'toilet', 'lama', 'sudah', 'tidak', 'bagus', 'semoga', 'pembangunan', 'renovasi', 'penambahan', 'toilet', 'permanent', 'cepat', 'selesai', 'bagus']","['yang', 'buat', 'kurang', 'adalah', 'toiletnya', 'yang', 'portable', 'kotor', 'kurang', 'terawat', 'yang', 'toilet', 'lama', 'sudah', 'tidak', 'bagus', 'semoga', 'pembangunan', 'renovasi', 'penambahan', 'toilet', 'permanent', 'cepat', 'selesai', 'bagus']"
pantainya bersih,9 bulan lalu,Positif,pantai lombang,"['pantainya', 'bersih']","['pantainya', 'bersih']","['pantainya', 'bersih']"
bagus sangat tentram dan damai disini penduduknya juga ramah dan murah disini,4 tahun lalu,Positif,pantai lombang,"['bagus', 'sangat', 'tentram', 'dan', 'damai', 'disini', 'penduduknya', 'juga', 'ramah', 'dan', 'murah', 'disini']","['bagus', 'sangat', 'tentram', 'dan', 'damai', 'disini', 'penduduknya', 'juga', 'ramah', 'dan', 'murah', 'disini']","['bagus', 'sangat', 'tentram', 'dan', 'damai', 'disini', 'penduduknya', 'juga', 'ramah', 'dan', 'murah', 'disini']"
salah satu pantai yang dengan hamparan pasir yang luas dan asri,4 tahun lalu,Positif,pantai lombang,"['salah', 'satu', 'pantai', 'yang', 'dengan', 'hamparan', 'pasir', 'yang', 'luas', 'dan', 'asri']","['salah', 'satu', 'pantai', 'yang', 'dengan', 'hamparan', 'pasir', 'yang', 'luas', 'dan', 'asri']","['salah', 'satu', 'pantai', 'yang', 'dengan', 'hamparan', 'pasir', 'yang', 'luas', 'dan', 'asri']"
fasilitas dipantai ini cukup lumayan spt toilet warung musolla dan jgn lupa unk mencoba berkuda spnjang pinggiran pantai,4 tahun lalu,Positif,pantai lombang,"['fasilitas', 'dipantai', 'ini', 'cukup', 'lumayan', 'spt', 'toilet', 'warung', 'musolla', 'dan', 'jgn', 'lupa', 'unk', 'mencoba', 'berkuda', 'spnjang', 'pinggiran', 'pantai']","['fasilitas', 'dipantai', 'ini', 'cukup', 'lumayan', 'seperti', 'toilet', 'warung', 'musolla', 'dan', 'jangan', 'lupa', 'unk', 'mencoba', 'berkuda', 'spnjang', 'pinggiran', 'pantai']","['fasilitas', 'dipantai', 'ini', 'cukup', 'lumayan', 'seperti', 'toilet', 'warung', 'musolla', 'dan', 'jangan', 'lupa', 'unk', 'mencoba', 'berkuda', 'spnjang', 'pinggiran', 'pantai']"
pantai dg pasir yg luas dan di pagari pohon cemara udang yg luas,4 tahun lalu,Positif,pantai lombang,"['pantai', 'dg', 'pasir', 'yg', 'luas', 'dan', 'di', 'pagari', 'pohon', 'cemara', 'udang', 'yg', 'luas']","['pantai', 'dengan', 'pasir', 'yang', 'luas', 'dan', 'di', 'pagari', 'pohon', 'cemara', 'udang', 'yang', 'luas']","['pantai', 'dengan', 'pasir', 'yang', 'luas', 'dan', 'di', 'pagari', 'pohon', 'cemara', 'udang', 'yang', 'luas']"
pantai lombang pantai khas madura banyak orang datang kesini khususnya saat libur lebaran terdapat jajanan bakso rujak pentol atau jenis mie mie,4 tahun lalu,Positif,pantai lombang,"['pantai', 'lombang', 'pantai', 'khas', 'madura', 'banyak', 'orang', 'datang', 'kesini', 'khususnya', 'saat', 'libur', 'lebaran', 'terdapat', 'jajanan', 'bakso', 'rujak', 'pentol', 'atau', 'jenis', 'mie', 'mie']","['pantai', 'lombang', 'pantai', 'khas', 'madura', 'banyak', 'orang', 'datang', 'kesini', 'khususnya', 'saat', 'libur', 'lebaran', 'terdapat', 'jajanan', 'bakso', 'rujak', 'pentol', 'atau', 'jenis', 'mie', 'mie']","['pantai', 'lombang', 'pantai', 'khas', 'madura', 'banyak', 'orang', 'datang', 'kesini', 'khususnya', 'saat', 'libur', 'lebaran', 'terdapat', 'jajanan', 'bakso', 'rujak', 'pentol', 'atau', 'jenis', 'mie', 'mie']"
pantai bersih dari sampah sepanjang jalur menuju pantai kita di suguhkan pemandangan pohon bonsai cemara udang pemandangan pantai pulau jawa sangat bagus ombak tidak besar jadi aman untuk bermain,setahun lalu,Positif,pantai lombang,"['pantai', 'bersih', 'dari', 'sampah', 'sepanjang', 'jalur', 'menuju', 'pantai', 'kita', 'di', 'suguhkan', 'pemandangan', 'pohon', 'bonsai', 'cemara', 'udang', 'pemandangan', 'pantai', 'pulau', 'jawa', 'sangat', 'bagus', 'ombak', 'tidak', 'besar', 'jadi', 'aman', 'untuk', 'bermain']","['pantai', 'bersih', 'dari', 'sampah', 'sepanjang', 'jalur', 'menuju', 'pantai', 'kita', 'di', 'suguhkan', 'pemandangan', 'pohon', 'bonsai', 'cemara', 'udang', 'pemandangan', 'pantai', 'pulau', 'jawa', 'sangat', 'bagus', 'ombak', 'tidak', 'besar', 'jadi', 'aman', 'untuk', 'bermain']","['pantai', 'bersih', 'dari', 'sampah', 'sepanjang', 'jalur', 'menuju', 'pantai', 'kita', 'di', 'suguhkan', 'pemandangan', 'pohon', 'bonsai', 'cemara', 'udang', 'pemandangan', 'pantai', 'pulau', 'jawa', 'sangat', 'bagus', 'ombak', 'tidak', 'besar', 'jadi', 'aman', 'untuk', 'bermain']"
