Judul,Isi,Kategori
"Lolos Semi Final Piala Dunia Qatar 2022, Kroasia Malah Disanksi FIFA","SERANG– Tim Nasional Kroasia berhasil melaju jauh hingga babak semifinal Piala Dunia 2022. Tak main-main, tim berjuluk Vatreni itu berhasil menyingkirkan Brasil yang selama ini dikenal sebagai salah satu kekuatan sepakbola dunia.Laga Kroasia vs Brasil sebelumnya berakhir imbang 1-1. Brasil unggul lebih dulu lewat gol Neymar yang diawali lewat skema serangan cantik di babak tambahan waktu 105+1.Namun secara mengejutkan Kroasia berhasil menyamakan kedudukan jadi 1-1 lewat gol pemain pengganti Bruno Petkovic di menit 117. Hingga akhirnya pertandingan dilanjutkan lewat babak tos-tosan atau adu penalti.Di babak ini, kiper Kroasia D Livakovic tampil gemilang menepis dua tembakan pemain Brasil. Kroasia pun keluar sebagai pemenang dan berhasil lolos ke semifinal Piala Dunia 2022 dengan skor adu penalti 4-2.Namun tak dinyana, di tengah kegembiraan lolos semifinal Piala Dunia, Timnas Kroasia justru harus dijatuhi sanksi oleh federasi sepakbola dunia FIFA. Lantas apa sebab, timnas Kroasia dijatuhi sanksi?Menyitat keterangan FIFA sebagaimana dikutip AP, timnas Kroasia disanksi karena aksi verbal para suporternya lewat nyanyian berbau xenofobia atau kebencian terhadap orang dari negara lain. Nyanyian para pendukung timnas Kroasia itu ditujukan kepada kiper Kanada, Milan Borjan di Piala Dunia 2022.Tindakan verbal dan mengolok-olok itu dilakukan para suporter Kroasia selama pertandingan penyisihan Grup F Piala Dunia 2022, 27 November lalu.Diketahui, pemain yang membela FK Crvena Zvezda itu ialah seorang keturunan etnik Serbia, yang lahir di Kroasia, tetapi meninggalkan negara itu ketika masih anak-anak pada 1995 selama operasi militer.Mereka juga membentangkan spanduk, satu di antaranya mengacu ke operasi militer 1995 yang mengakhiri perang kemerdekaan Kroasia.Sanksi FIFA bagi Kroasia dijatuhkan 48 jam setelah mereka mengamankan tiket menantang Brasil pada perempat final.(Red/suara.com)",Sport
Dukungan Demokrat Jadi Angin Segar untuk Prabowo di Pilpres 2024,"SERANG– Partai Demokrat telah menentukan arah politiknya di Pilpres 2024 dengan memberikan dukungan terhadap bakal capres Prabowo Subianto.Bergabungnya Demokrat ke Koalisi Indonesia Maju (KIM) menjadi angin segar untuk Prabowo. Bahkan, hal ini disebut-sebut menjadi vitamin tambahan untuk Prabowo menghadapi kontestasi Pilpres 2024.Direktur Eksekutif Indikator Politik Indonesia, Burhanuddin Muhtadi menilai Demokrat dapat memperkuat basis dukungan untuk Prabowo.“Tentu menjadi semacam suntikan yang segar dan vitamin yang segar buat Pak Prabowo,” kata Burhanuddin dinukil dari kanal YouTube tvOne, Selasa (19/9/2023).Burhanuddin menilai, partai berlambang mercy itu telah berkuasa dua periode sejak 2004 lalu. Tak heran bergabungnya Demokrat akan memberikan keuntungan untuk Prabowo.Peluang Prabowo memenangkan Pilpres 2024 juga akan semakin besar lewat dukungan dari Demokrat.“Disaat Pak Prabowo membutuhkan (dukungan tambahan) kehadiran Demokrat punya nilai elektoral dan nilai strategis yang besar,” ungkap Burhanuddin.Setali tiga uang, Sekretaris Jenderal PAN Eddy Soeparno juga mengakui kehadiran Demokrat sebagai vitamin booster untuk koalisi. PAN menyambut kedatangan Demokrat dengan suka cita.“Kita merasa justru ketika Partai Demokrat bergabung dengan Koalisi Indonesia Maju, kita mendapatkan vitamin D, vitamin Demokrat, jadi vitamin tambahan,” ujar Eddy dikutip dari kanal YouTube Kompas TV.Bukan merasa tersaingi dengan kehadiran Agus Harimurti Yudhoyono (AHY), Eddy merasa jika bergabungnya Demokrat ke koalisi pendukung Prabowo justru membawa angin segar.“Kita merasa sekarang kehadiran Demokrat ini justru membuat kita bersama-sama bisa memikul beban berat ini menjadi lebih enteng,” terang Eddy.SBY Siap Turun GunungPartai Demokrat dipastikan mendukung bakal calon presiden (capres) di Pemilihan Presiden (Pilpres) 2024. Ketua Majelis Tinggi Partai Demokrat, Susilo Bambang Yudhoyono (SBY) yang langsung menyampaikan dukungan itu di depan Prabowo.Dukungan disampaikan ketika Partai Demokrat menemui Prabowo serta rombongan partai politik (parpol) Koalisi Indonesia Maju.Berbicara di mimbar, SBY begitu yakin kalau Prabowo akan menjadi presiden di tahun depan.“Saya yakini dengan izin Allah masa pak Prabowo untuk memimpin kita semua adalah melalui pilpres yang akan datang,” kata SBY sebagaimana dikutip Suara.com melalui akun Instagram @amanatnasional pada Senin (18/9/2023).Dalam kesempatan yang sama, SBY juga mengaku siap turun gunung untuk memenangkan mantan Danjen Kopassus tersebut di Pilpres 2024.“For you saya siap turun gunung,” ucapnya.(Red/suara.com)",Politik
"Nama AHY Hingga Ridwan Kamil ‘Dimunculkan’ Jadi Bakal Cawapres Ganjar Pranowo,...","SERANG– PDI Perjuangan kini rajin ‘mengumumkan’ sejumlah tokoh politik dari partai lain, yang bahkan di luar koalisi mereka, sebagai bakal calon wakil presiden (Bacawapres) untuk Ganjar Pranowo.Beberapa waktu belakangan ada dua tokoh yang disebut masuk bursa bakal cawapres Ganjar, seperti Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono hingga terbaru Gubernur Jawa Barat, yang sekaligus Wakil Ketua Umum Partai Golkar, Ridwan Kamil.Menurut Direktur Eksekutif Indonesia Political Opinion (IPO) Dedi Kurnia Syah, sikap politik PDIP itu menonjolkan kesan propaganda dalam penyebutan bakal cawapres Ganjar.“Situasi itu diciptakan agar terkesan PDIP sebagai partai terbuka yang membuka peluang untuk banyak tokoh, termasuk AHY, meskipun sebenarnya PDIP miliki pilihan sendiri dan memungkinkan semua nama yang mereka sebut justru tidak masuk radar elite PDIP, utamanya Joko Widodo dan Megawati,” tutur Dedi melansir suara.com (jaringan BantenNews.co.id), Kamis (29/6/2023).Menurut Dedi, propaganda yang sedang dimainkan PDIP bisa sekaligus mencerminkan bahwa partai pemenang Pemilu 2019 itu sedang tidak percaya diri.PDIP diyakini mengalami keraguan, lantaran banyak partai tidak tertarik terhadap mereka.“PDIP sangat mungkin sedang alami krisis kepercayaan diri, satu sisi mereka dominan sisi lain mulai ragu karena banyak partai yang justru tunjukkan sikap tidak berminat dengan PDIP,” kata Dedi.Di luar itu, Dedi turut membaca karakter Ketua Umum PDIP Megawati Soekarnoputri tentang penentuan cawapres.Menurut Dedi, PDIP ingin mengulang skema pemilihan cawapres untuk Presiden Joko Widodo pada Pilpres 2019 lalu. Kala itu, diputuskan bahwa pendamping Jokowi adalah Ma’ruf Amin dari kalangan Nahdlatul Ulama (NU).Tokoh serupa yang kini diprediksi sedang dicari-cari PDIP untuk mendampingi Ganjar pada Pilpres 2024.“Jika membaca karakter Megawati, justru ada kesan Ganjar akan disandingkan dengan tokoh sepuh dari NU, PDIP termasuk partai yang sangat ingin menguasai secara penuh. Artinya jika mereka menang, mereka sulit berbagi kekuasaan dengan yang lain, untuk itu memilih cawapres yang pasif sebagaimana Maruf Amin, itu masih menjadi pilihan,” tutur Dedi.(Red)",Politik
"Tinjau Pertandingan, Arief Semangati Para Atlet Kota Tangerang di Porprov VI...","TANGERANG– Walikota Tangerang, Arief R Wismansyah menyambangi beberapa pertandingan olahraga yang sudah dimulai lebih awal pada Pekan Olahraga Provinsi (Porprov) VI Banten di Kota Tangerang.Salah satunya cabang olahraga Balap Sepeda yang digelar di kawasan Jalan Benteng Betawi, Kota Tangerang.Dalam kunjungannya, Arief bertemu dengan sejumlah atlet baik perwakilan asal Kota Tangerang maupun dari luar daerah.“Keren-keren jasa! Semoga hasilnya memuaskan ya,” ungkap Wali Kota dihadapan para atlet usai bertanding, Sabtu (19/11/2022).Walikota juga berkesempatan menjadi pembuka pertandingan Balap Sepeda dengan mengibarkan bendera start saat laga dimulai.“Semangat! Siap semua yaa!,” ucapnya.Selain itu, Arief juga sempat mengunjungi dan menyapa sejumlah atlet cabang olahraga Hanggar yang tengah diselenggarakan di Tangerang Convention Center (TCC).Arief berharap semua cabang olahraga bisa berlangsung dengan sportif dan lancar hingga akhir pertandingan.“Tentunya dukungan dari semua seluruh masyarakat Kota Tangerang agar gelaran ini sukses, lancar dan masyarakat juga bisa menikmati acaranya,” tutup Arief.(Ril/Red)",Sport
"Datang Lebih Awal di Papua, Andika: Saya Bawa Semangat Buat Kontingen...","PAPUA– Meski Pembukaan Pekan Olahraga Nasional (PON) XX di Provinsi Papua dua hari lagi, rombongan Wakil Gubernur Andika Hazrumy datang lebih awal. Andika mengaku, kedatangannya lebih kepada memberikan semangat bagi Kontingen PON XX asal Banten.Berdasarkan pantauan, rombongan tiba di Bandara Sentani, Jayapura, Provinsi Papua, Kamis (30/9/2021), sekira pukul 08.15 WIT. Romobongan yang terdiri dari Ketua KONI Banten, Brigjen Pol (Purn) Rumiah Kartorejo, Wakajati Banten, Marang, Anggota DPR RI yang juga istri Wakil Gubernur Banten Adde Rosi Khoerunissa dan Plt Kepala Dinas Pemuda dan Olahraga (Dispora) Provinsi Banten, M. Syaukani langsung menuju venue utama pembukaan di Stadion Lukas Enembe.Di Stadion Lukas Enembe, Andika bersama rombongan disambut tari-tarian tradisional oleh anak-anak Papua. Tak lupa, sebagai kehormatan Andika juga dipakaikan ikat kepala khas masyarakat adat Papua.Di sela meninjau venue utama, Andika beserta rombongan juga disuguhi Papeda, yaitu makanan khas Papua dengan bahan baku utama tepung sagu.Usai meninjau, kepada awak media, Andika mengaku kedatangannya lebih awal ke Papua sebagai bentuk dukungan moril untuk para atlet asal Banten yang tengah berlaga di PON XX Papua 2021.“Alhamdulillah, tadi pagi saya sudah tiba. Dan kedatangan saya lebih awal ini untuk memberikan semangat dan dukungan kepada Kontingen PON XX asal Banten,” ujar Andika.Berdasarkan informasi, Jumat (1/10/2021) besok rombongan dijadwalkan mengunjungi beberapa venue perlombaan yang diikuti oleh atlet-atlet Banten. Sedangkan untuk pembukaan PON XX 2021 secara resmi akan dilaksanakan pada, Sabtu (2/10/2021) yang akan langsung dibuka oleh Presiden RI Joko Widodo.(Mir/Red)",Sport
Walikota Serang Bangga Rizky Juniansyah Raih Tiga Medali Emas Angkat Besi...,"SERANG– Walikota Serang Syafrudin merasa bangga putra daerah Kota Serang Rizky Juniansyah menjadi juara angkat besi Internasional Weightilifting Federation (IWF). Hal tersebut terungkap pada acara audiensi di ruang kerjanya.“Jadi Pemerintah Kota Serang merasa bangga terhadap Rizky Juniansyah yang menjadi juara dunia yang diikuti oleh 30 negara, tiga medali emas yang diraihnya sangat luar biasa. Mudah-mudahan prestasi ini bisa dipertahankan dan bisa ditingkatkan kembali,” kata Syafrudin kepada awak media, Kamis (10/6/2021).Sedangkan untuk apresiasi dari Pemerintah Kota Serang, pihaknya sudah memperintahkan kepada pihak terkait untuk memfasilitasi apa yang menjadi kebutuhannya. Baik latihan maupun lainnya akan dipenuhi. “Hal-hal lain juga akan kami fasilitasi,” ucapnya.Kemudian untuk ke depannya, pihaknya juga akan melakukan pembinaan dari Perkumpulan Angkat Besi Seluruh Indonesia(PABSI) yang diketuai oleh Hari W Pamungkas. “Insya Allah dari Pemerintah Kota Serang akan ada perhatian khusus karena ini prestasi yang sangat membanggakan sekali,” ucapnya.Kemudian untuk dukungan terhadap atlet yang ada di Kota Serang, secara umum pihaknya mendukung karena ada wadahnya di KONI Kota Serang.Atlet Angkat Besi Rizky Juniansyah merasa belum puas atas prestasi yang diraih. Ia juga membeberkan rahasia dirinya medapatkan juara. Kata dia, latihan harus benar-benar teratur serta semuanya harus terjaga.“Di masa pandemi ini juga kita tidak boleh lengah, harus benar-benarsafety, kesehatan juga sangat penting. Kalau target selanjutnya mempertahankan yang sudah diraih dan meningkatkan kembali prestasinya,” ucapnya.(Dhe/Red)",Sport
Gadis di Bawah Umur Asal Kota Serang Diperkosa Teman Kenal di...,"SERANG– Kasus pemerkosaan menimpa seorang gadis di bawah umur asal Kota Serang, RS (16). Ia menjadi korban keji dari seorang teman media sosial yang baru saja dikenalinya.Dilaporkan bahwa RS dijemput oleh tersangka, AR (25), dengan dalih ingin mengantar RS membeli pakaian baru untuk merayakan Idul Fitri. Namun, bukan membeli pakaian, RS justru dibawa ke kosan AR di Kecamatan Kronjo, Kabupaten Tangerang. Di sana, AR melakukan tindakan keji dengan memperkosa RS, sambil mengancam dan membekap mulutnya.Akibat pemerkosaan tersebut, RS mengalami pendarahan dan harus dilarikan ke rumah sakit Balaraja. Namun, AR kabur meninggalkan RS di rumah sakit.Kabid Humas Polda Banten, Didik Hariyanto, membenarkan adanya laporan mengenai pemerkosaan anak di bawah umur yang menimpa warga Kota Serang. Saat ini, pihak kepolisian sedang melakukan penyelidikan untuk menangkap pelaku.“Iya benar laporannya baru hari Selasa tanggal 25 April. Dan saat ini sedang dalam penyelidikan oleh Reskrim. Apabila ada perkembangan segera dikabari,” ujarnya melalui whatsapp, Kamis (27/4/2023)Ia mengimbau insiden ini menjadi pengingat bagi masyarakat akan bahaya mengenal orang asing melalui media sosial. Sebagai warga negara yang baik, masyarakat harus waspada dan selalu menjaga diri dari ancaman kejahatan di dunia maya.(Dhe/Red)",hukum
Tiga Pasangan Capres-Cawapres 2024 Dapat Nomor Urut,"SERANG– Tiga pasangan Calon Presiden-Calon Wakil Presiden (Capres-Cawapres) secara resmi mendapatkan nomor urut dalam Pemilu 2024 mendatang. Dimana, pasangan Anies R Baswedan-Muhaimin Iskandar mendapatkan nomor urut 1, pasangan Prabowo Subianto-Gibran Rakabuming Raka mendpatakan nomor urut 2 dan pasangan Ganjar Pranowo-Mahfud MD mendapatkan nomor urut 3.Pengundian nomor urut pasangan Capres-Cawapres dalam pemilu 2024 tersebut dilakukan dalam rapat pleno KPU RI di Kantor KPU RI, Jakarta, Selasa (14/11/2023).Seperti disampaikan anggota KPU RI Idham Khalik, pengundian nomor urut dilakukan berdasarkan nomor antrean yang diambil oleh Cawapres didasari urutan kedatangan ketika mendaftar.“Urutan pengambilan nomor urut berdasarkan nomor antream dari yang terkecil hingga nomor antrean terbesar yaitu dari 1 hingga 14,” katanya.Berdasarkan pantauan melalui kanal youtube KPU RI, ketiga Cawapres dipersilahkan mengambil nomor antrean sebelum Capres mengabil nomor urut.Dalam pengundian itu pasangan Anies R Baswedan-Muhaimin Iskandar mendapatkan nomor urut 1, pasangan Prabowo Subianto-Gibran Rakabuming Raka mendpatakan nomor urut 2 dan pasangan Ganjar Pranowo-Mahfud MD mendapatkan nomor urut 3.Usai pengundian, Ketua KPU RI Hasyim Asy’ari secara resmi mengumkan nomor urut dan penetapan nomor urut penetapan Capres-Cawapres yang ditandai dengan penandtangan berita acara oleh seluruh anggota KPU RI. (Mir/Red)",Politik
Polda Banten Akan Terapkan ETLE Gunakan Drone,"SERANG– Ditlantas Polda Banten menggelar simulasiElektronic Traffict Law Enforcement(ETLE)menggunakan drone. Hal tersebut untuk lebih memperketat pelanggar lalu lintas secara elektronik.Dirlantas Polda Banten Kombes Pol Firman Darmansyah mengatakan selainETLEStatis, Ditlantas Polda Banten juga sedang melakukan uji coba kamera pengintai pelanggaran lalu lintas berupa drone.“Hari ini Ditlantas Polda Banten melakukan uji coba ETLE mobile dan drone yang sedang kita uji coba dan mekanisme kerjanya sama,” terang Firman, Senin (13/2/2023).Firman menjelaskan cara kerja tilang ETLE melalui drone. Mekanisme kerja ETLE drone serupa dengan ETLE statis dan mobile, yaitu kamera mengambil gambar pelanggaran, kemudian divalidasi, lalu dicetak dan dikirim ke alamat diduga pelanggar.Firman mengatakan pelanggaran target pelanggar yang bisa di tertangkap oleh ETLE drone hampir mirip dengan ETLE lainnya. “ETLE dapat meng-capturepelanggar yang tidak menggunakan helm, tidak menggunakansafety belt,berboncengan lebih dari 2, dan lainnya,” tambahnya.ETLE Drone juga akan digunakan untuk mengurai kemacetan. “Ke depan ETLE Drone digunakan untuk pengamanan arus mudik lebaran untuk mencari titik simpul kemacetan sehingga mempermudah petugas untuk mencari titik macet tersebut,” kata Firman.Firman menjelaskan perbedaan ETLE Statis dan drone. “Perbedaan dari ETLE statis yang dipasang permanen di jalan strategis dan mobile yang dibawa petugas atau mobil patroli, kamera ETLE drone akan lebih dinamis karena dapat mengambil sudut gambar dari langit yang berjarak 10-20 meter,” jelas Firman.Firman juga mengatakan terdapat 2 Polda yang sudah melakukan uji coba drone. “Dalam penguji cobaan ETLE drone baru terdapat 2 Polda yang melaksanakan yaitu Polda Banten dan Polda Jateng,” tutup Firman.(Red)",hukum
Polisi Tangkap Buron Pembobol Rumah Warga di Serang,"KAB. SERANG– Hampir sebulan menjadi buron, polisi menangkap Sup alias Panjul, plak pembobolan rumah di Kecamatan Jawilan, Kabupaten Serang, Banten. Pria berusia 25 tahun itu sempat berusaha melarikan diri ke area persawahan ketika akan ditangkap.Pengungkapan perkara ini berawal dari laporan R (38), korban yang rumahnya dibobol sekira pukul 02.30 WIB pada 7 Oktober 2023. Dalam kejadian itu, sebuah laptop serta handphone miliknya raib digondol oleh Sup dan dua perampok yang saat ini masih buron.“Pelaku masuk rumah korban setelah membongkar jendela samping. Dari dalam rumah, pelaku mengambil laptop dan handphone,” terang Kapolres Serang AKBP Wiwin Setiawan didampingi Kasatreskim AKP Andi Kurniady, Jumat (3/11/2023).Usai dilakukan penyelidikan, polisi berhasil mengidentifikasi para pelaku. Warga Kecamatan Kopo, Kabupaten Serang ini ditangkap pada Rabu, 1 November 2023 di persawahan yang letaknya tak jauh dari rumah orangtuanya.Wiwin mengungkapkan, pihaknya sempat kesulitan menemukan keberadaan Sup di rumahnya. Kemudian pihaknya mendapat informasi jika buronan ini sedang berada di rumah orangtuanya yang saat itu juga ada pesta resepsi pernikahan.Dari informasi itu polisi menemukan residivis kasus penjambretan tersebut. Sebelum ditangkap, pelaku sedang beristirahat di bawah pohon.Melihat kedatangan polisi, Sup yang diselimuti kepanikan langsung melarikan diri ke area persawahan. Tak mau buruannya lepas, Tim Resmob melakukan pengejaran dan melepaskan tembakan peringatan ke udara.“Setelah mendengar suara tembakan peringatan, tersangka akhirnya menyerahkan diri,” kata Wiwin.Setelah berhasil menangkap Sup, petugas langsung membawanya ke Mapolres Serang untuk dilakukan pemeriksaan. Dari tersangka, polisi menemukan barang bukti laptop dan handphone milik korban serta obeng yang digunakan mencongkel jendela.“Sejumlah barang bukti hasil kejahatan serta obeng yang digunakan mencongkel jendela rumah korban berhasil diamankan. Tersangka berikut barang bukti selanjutnya dibawa ke Mapolres Serang,” jelasnya.Sementara, Kasat Reskrim AKP Andi Kurniady menambahkan, tersangka mengakui telah mencongkel jendela rumah R dengan obeng dan mengambil laptop serta handphone milik korban. Aksi itu dilakukannya bersama dua temannya yang saat ini masih dalam pengejaran petugas.“Tersangka Panjul juga mengakui jika dirinya pernah mendekam di Rutan Tangerang selama 8 bulan dari vonis hukuman 14 bulan dalam perampasan handphone di wilayah Kecamatan Balaraja, Kabupaten Tangerang,” katanya.(Nin/Red)",hukum
